UserAddress,ContractType,Amount
0x2de23f2691cdd5fa13cc7ae243b8f36474d3ca3a,ZUG,14.0083
0x2e300580351b1a4853105bc3e16109b6d41d17f9,ZUG,2.0018
0x2e3ddea831f9b751a375b588c1a71ad8f4e29b6c,ZUG,5.0000
0x2e452aacf57bcee6181e09e07a11c0b35162f111,ZUG,2.0060
0x2e4c4ca65fd9381c7c9e674a2d33f73a8463d652,ZUG,2.0012
0x2e4f76632ba78ac239666d8f69b400383b393f63,ZUG,7.0026
0x2e56b784f46a2c0bed6c43a31a5862399f487737,ZUG,14.0221
0x2e5f04bd895938f6334bdb504efaf167b5893ddd,ZUG,1.0000
0x2e600c75c4cf9cb5b5987cdbc06e436552405a13,ZUG,8.0133
0x2e683bdb7dea46bc8b514f762d0b83f5eb14b204,ZUG,1.0008
0x2e79950f487981c2d542a86ee2dd10f737dfbd64,ZUG,1.0000
0x2eaf82edfbf82baa9c476faf2b1bf53dd90111f8,ZUG,14.0148
0x2ec31bdc32656f2b935cd7f3b72b557d67a9809a,ZUG,1.0000
0x2ec585aad337dec0df7e805ae028fdd0799271d6,ZUG,9.0000
0x2ec8b563ab73c7a0182e2787c55b12265bbf234e,ZUG,1.0000
0x2ed14924f4dca2ef1aa6d6386cbfcaab92ce6baa,ZUG,2.0026
0x2eda42b1024d2f66993042b260bca3cd416bf58d,ZUG,5.0027
0x2edba6a76116ba34292d4b50a5a12210db4031ba,ZUG,10.0054
0x2eeea31ba5a42d38ece94a5e448802da9e1bdf2e,ZUG,6.0386
0x2efb1d3cc5b97dbf29357cade1037dde2e6b76d6,ZUG,1.0010
0x2f111a578151845d04fedfad75bef1a7fcaccd0a,ZUG,10.0042
0x2f195127d5be272e6243a23ace1ef4498382d8de,ZUG,48.0683
0x2f2289522a1c913e0db2dd724cf4116b327b1a4a,ZUG,1.0000
0x2f3b4f07dbfbbb044edb6df923144dbf6a6bb3c7,ZUG,25.0370
0x2f3d82365acf25caa8c120939c880c6202466dd6,ZUG,3.0031
0x2f5b7d933816931730b3e21a78b89e17503f921f,ZUG,1.0000
0x2f6772c693ebea065ba66636a28370432f9162cc,ZUG,13.0020
0x2f8de2a68dca7689951a1ec26c08ab97b9991769,ZUG,8.0019
0x2fa8197137aca708c2d25255ba4fb25534c631b6,ZUG,1.0000
0x2fce917dbde5a9affe259c31ae459f1b97447918,ZUG,8.0195
0x2fea24bde1f01f622054d090f425cfae0910118f,ZUG,2.0018
0x2ff1f022c1acdc5cc88d62bb00d70379762514d7,ZUG,89.2413
0x2ffda3f7a595d3b9d40e53c137d4da8ad7f06fa6,ZUG,9.0112
0x3003ac7f96bbac22c9f7c711dfa5ee220e02fae6,ZUG,643.2068
0x3003ac7f96bbac22c9f7c711dfa5ee220e02fae6,vZUG,590.2470
0x301c0edf4383384628574df364fcb8b0b70e1c88,ZUG,2.0019
0x30318cb7d2b19566208f61a562af21ab576650b8,ZUG,3.0030
0x304118c0577349091586983c2e5207cfbeb92e3c,ZUG,11.0062
0x3044bac0cac0d66e697e5f88430159c4c464b0ef,ZUG,5.0026
0x304b3baf0f3e18c76b6d3ef51b00b7eb86ed1bd3,ZUG,1.0010
0x305bfe14e72b643bbfc6994b9ab639d33ec67dbf,ZUG,5.0000
0x3075be3c4cfb93dc90a191a27c0255587ec490a2,ZUG,5.0000
0x307833a2d6a3c498bd628b5269a0bec816742585,ZUG,1.0000
0x308238b3a2a485668901f85a4741296df3cd5be7,ZUG,1.0000
0x3093de014f6791f98a8b98aa60bd8be9fe13b0b9,ZUG,25.0247
0x309dcad7bd96c2d013a83c6d4273c0b3f267ed89,ZUG,5.0066
0x30b14568ef02a8ac7679d1892297ce6eefa13784,ZUG,1.0000
0x30b8a787122fa1e6c6f6bc58678cf1153fc39984,ZUG,20.0148
0x30d3f53271a383fe87e53b577a3a75f43de05593,ZUG,5.0025
0x30e4eb422845cdb38cc66edc31f8cc930a9e254f,ZUG,11.7062
0x3102200df63327ecc7f8c20dc5c9c1ea9da69f3f,ZUG,7.0026
0x3102eaaf2d9dbd51dc573db8cba2e0b4d09f6bbd,ZUG,8.0034
0x31184f222ac67360741e9188e7b9a9d0e140c136,ZUG,3.0031
0x31204aec70b9e11132869c65d97fca89e2c6fcd6,ZUG,5.0000
0x3124337ef2654d4a5820d6ce8da2d4617ee8695b,ZUG,27.0359
0x31452fef143337d155a3785449def79b9f2f31a6,ZUG,1.0000
0x314af1a663144223f16748304cd4b3b0c8132c0c,ZUG,10.0048
0x3166970861c459379ce9328455a55ce3204189c2,ZUG,5.0000
0x317cf5cc96f44131796c19c75b737690076a750d,ZUG,5.0000
0x31871548a3fd44ee24ac4722aefc3b6d934e39fc,ZUG,9.0599
0x31aad4ca0a30fc8c6b17ba70ad32fb411f308aef,ZUG,2.0019
0x31af1a731538c623869419d485c8e2cb95db5a1e,ZUG,5.0104
0x31b37c66d930a0d936ae2f79a50c73d412742805,ZUG,37.0576
0x31bad1b76d571826c7c54a6194af0aeeeef21439,ZUG,5.0027
0x31d158011806b80fc158dffd84ced10f15533d12,ZUG,5.0026
0x31d22aa8d598781ad73b47bcd0b2eccaec1e2851,ZUG,1.0000
0x31f968a9351d3a875bf933bbc69a99bc1995d9d4,ZUG,1.0000
0x31fa40848ed31bcd331a5a09b19a88e04a26a0b2,ZUG,27.0198
0x321cd6cc585d36618324da557763f9da37297bf2,ZUG,20.0075
0x321d39e643df0c712177bb6a3e659bbb94bdeac3,ZUG,39.0483
0x321f8105cad160c160c55aee70de0cb5cd973b91,ZUG,2.0018
0x323bb5eaeda25a0e8ca8f1a76832571006ecd398,ZUG,10.0035
0x323df02916b7f570726d4dc2daba825d019bf323,ZUG,19.0087
0x32430726317d2c1b86c05a8b78b4e29a959cd234,ZUG,1.0000
0x324562714bd60eba4e1cea913de945bbeef55a7a,ZUG,5.0000
0x324ef4a6bc0e26c66eef21570863e9d84d94416c,ZUG,1.0000
0x32641536e88a0504ab917ceffe3b97f18a6bff24,ZUG,1.0013
0x326b1c92f89531706d0c9a09aaae7d4b1eb65be4,ZUG,20.0284
0x326bbae6b38122d5500c6e227029078dadeaba0d,ZUG,1.0000
0x326ce32f297c13b40c5c9775d9b736e4adc9d41e,ZUG,3.0031
0x329de1a69ed02df8bf2237d0e8c618bad7fe5c70,ZUG,1.0000
0x32a7b256a87c1c464569865f25651c49bb07bc84,ZUG,1.0010
0x32b1f6eaf798e1643aa78d4dba3743708265aee9,ZUG,1.0000
0x32bbb13af01e5f98d62ad5051abe0a5dae568ef6,ZUG,11.0142
0x32c52c3e6c826c667a47222eb8a06a288a47fb2d,ZUG,6.0008
0x32e753cc051e0d57158c288dd62e7ff6e096ee0b,ZUG,1.0000
0x32ea6daf66b1be5c618628989eb91fb55a03c5ad,ZUG,9.0147
0x32ec352102187eed6a261e98ce4e5aa6bca63308,ZUG,19.0069
0x3312e104f92ddcc49df7cce356e7d4c068b82cdb,ZUG,1.0000
0x33140cf68217c5ce717045c6adb2f81dd50340db,ZUG,7.0043
0x3317471f368b49a1b8017f112d7f29b929e9ada9,ZUG,14.0215
0x33176301d387b6b861ae2e8c6a9b518b04ef2a84,ZUG,25.0296
0x33239db6bef300fefdcbd6041816f82adf726672,ZUG,9.0035
0x332cc7b5c82ee249057f2d29d1954d84c48c87a2,ZUG,9.0579
0x3338a0c6819e690ad39afc66e96a1b2ed71ed8fd,ZUG,4.0019
0x3339f5146ccdc2f7d32c455250da5b99ff194fe7,ZUG,5.0032
0x335479b1462a97250ac5b0a97d824df39273126f,ZUG,1.0000
0x335af29daf27dec7ad1cf426805d111208304c4a,ZUG,12.0133
0x335c4939f785accd8b582e51c4d220c292a67718,ZUG,3.0052
0x33631024063f1e35305f19eab1233721f5b29307,ZUG,89.2704
0x338e9f4c3ef77a4927da7728928823d428016ea4,ZUG,1.0000
0x339ff26dd929735d6a16cb1b9fc3d3b2c007089d,ZUG,109.2829
0x33a72f3ecdc9465a6516dc62676be98e04f91bdf,ZUG,1.0010
0x33a91765a1998648c9c7318cae6d49042209e4f9,ZUG,12.0264
0x33ac3cd0605a8bc6664d58cbc730eacca22c6b36,ZUG,76.2209
0x33c30409313c4b1f439e511f112ee94408c40260,ZUG,1.0015
0x33cafc7dd8e0b12b4a06af85a2328348f6f3bd55,ZUG,1.0000
0x33d917ae3d2dc612f887b6ca6459cc17ebbd76a6,ZUG,1.0000
0x33e747679c92306fe4e2ebdef82d3472ccb4d61d,ZUG,19.0042
0x33eb56be357a3de7e14f29b6ecc17d4c00236f7e,ZUG,3.0031
0x33f584214c8d05c2bd45b682524e7239a8c9999e,ZUG,1.0000
0x33f6b23da56406dddb4567cef22467ebadffaa4a,ZUG,8.0073
0x34481f5f15e89cea88d47a3d89136c7abce4af32,ZUG,9.0130
0x344db434f019266520fcc0a6de994ff2addeed1f,ZUG,1.0010
0x345a4a6974cfd44c8d4017b26084080a1df4fef8,ZUG,14.0036
0x345c85fcdb2507dd1d4e424df1637b923422d1c1,ZUG,1.0021
0x346e5e46a6bb32427c975fb9df463986e902cc2f,ZUG,25.0125
0x34971b29d460901c516b5aebd9f82cd51f199418,ZUG,15.0120
0x34ba749b313c3ba2ae4b70f880ff22ba5e3feeb8,ZUG,6.0052
0x34c029cceb6df4314c96aec82c18354fce5fdf08,ZUG,2.0018
0x34c24b713a6f2fc11e685db969d9f0e6cac10810,ZUG,10.0065
0x34c9e90d5b18f7c830cee02034e0394d2c8d3104,ZUG,21.0084
0x34d54c5482592c95737164477a731b0a76f0853f,ZUG,19.0349
0x34dde6f5c6f62373f30c6e207075b04f669cce22,ZUG,4.0043
0x34ed0309deab863ca9ec3f8e31fccfe934bd1093,ZUG,5.0032
0x34fec3ddd81a43a13845bc776431591336943b6c,ZUG,29.0529
0x3528c80051217b060184203f957d045462153db8,ZUG,1.0006
0x3540d804e6124757a49b805e944b48d14cb78b74,ZUG,12.0045
0x354a71fae7bcff635fb86c3301237cde3516f9fa,ZUG,1.0008
0x354f2232d9ec0195151246880b5648a6c5c45786,ZUG,1.0010
0x3570444559f96fc55af60eddc4ed6f2da9cdffc6,ZUG,9.0268
0x35752a62090164dcd545021e1135aa6724ea3324,ZUG,5.0000
0x35838921b29e34ef1d3fa68ff528e5c42a26056f,ZUG,30.0338
0x3597d96bd0b7600c1f070056708aa5a6049d3a7b,ZUG,6.0038
0x359bb31c592158c5d6641d76532baa9cdb869c96,ZUG,14.0066
0x359ca8f32a00ae0b3c7f66884d50cc66f510413e,ZUG,36.0507
0x359eb8fec755123a49402a84b54c6fde4cf70093,ZUG,3.0026
0x35acddd04cc7b925a18967ac7e642b24a26b50e2,ZUG,86.1844
0x35ca05a4a94fd6588bc224ee523abc4bb78ded38,ZUG,8.0047
0x35dc3dcb7d662d32f52321ce94868e2198879890,ZUG,4.0026
0x35def97938eafb1eab1cf5c3a2188c69e1d7532b,ZUG,9.5015
0x35fa76caaaf51f87e81a02849d6f3ca104066b77,ZUG,5.0032
0x35fba0ee6e8758bee8cb4343af7bc95d4a91ca88,ZUG,6.0000
0x3610dc9d74d8f6e090fc39dc7c06d07cd3c44446,ZUG,11.0100
0x36196869f97d014e43f4319c66c0e239700c1992,ZUG,2.0036
0x3619f0adb34b39207747f6d86bc416ad41a21edb,ZUG,29.0252
0x3637a52340e6d7b29d1b61548417e48f83489e8b,ZUG,3.0010
0x366f9607a50e46c3a3e4f982157ec6f8c3e1be5e,ZUG,4.0058
0x3672f1d1692f50c105e979e2dee9879a2cab7ea1,ZUG,38.0524
0x3674db724c5d114a7b9d23d74796efc21356b817,ZUG,18.0109
0x36804c34ca43c8a6bb9a19417a48edac2a7a01b4,ZUG,1.5048
0x36b1d3dcbce59e222bcd41b85160a360586e4440,ZUG,1.0000
0x36beeab02c70e46b70ddc65e7fba5ab1bb9a91f4,ZUG,2.0018
0x36e8d446c4af8ec5dfad02b533948c54bf044f4d,ZUG,5.0000
0x36f351f910159cf86945203ca6daefdcb42adb2e,ZUG,20.0060
0x36fbb4f0db871eb75ea55f7983ae384de0d80d86,ZUG,1.0000
0x370d183995152171756f9a04124f290294df943c,ZUG,12.0175
0x370ef3f3c8a9619bf8e9d2719706a9a2f9e2086c,ZUG,9.0580
0x371633f533626cde63e4d9fb11043a9e8c3ed51e,ZUG,5.0000
0x37197231e9951ed0753c8d5025aab3f38d511a27,ZUG,6.0050
0x37277c8360cdb3ff075b9aecb7a212f96745ca8a,ZUG,5.0026
0x3735652d9c292a56f60857f522c76dad818646fe,ZUG,4.0025
0x374fa1013f04983d559cf5f315b52383fc91e9b3,ZUG,24.0171
0x376c9f7e86d2bd8a5d06e65397121779a9883468,ZUG,5.0125
0x3779cc909576eec69f666f86eca24996d450fbd5,ZUG,1.0000
0x378ed53e2f98df8559a00c26d9458f6ab7ea6185,ZUG,20.0226
0x3794559375dd8aada570d9d6a0a6722dc3284579,ZUG,9.0061
0x37991748a936dfafe0378463c1f26c3a5db6dec5,ZUG,8.0000
0x379d918f4f50a0168f66429dfae437443de3b53d,ZUG,1.0000
0x37beabb89b283a8d83395d0e6e924de2dde0f76a,ZUG,9.0267
0x37bfec200d6ebc83cbef597f3dbdf0cb34b5bb8f,ZUG,29.0048
0x37d3611d4a6bea7d48e39bda41e0d536cd252ac3,ZUG,9.0130
0x380cf7cb618640647322ee0e20ee9e88b681f7f2,ZUG,5.0024
0x381d7d3e294443af8ac2dd2d1952c628f4041212,ZUG,1.0000
0x38200f655cb25a97aaabb5e6ce1f362d1620cdb6,ZUG,5.0000
0x382395f370707ad23b8b88043bf2eac639017173,ZUG,15.0165
0x382b987239cbc841ee2d750f2e95d7bd38137e30,ZUG,35.0149
0x382d2c157a58a598749e3ecfb8f70a8aa040811f,ZUG,12.0071
0x382ddb14870625449c88043a21cd72eb0574b99c,ZUG,1.0000
0x384cc5ae134a5d9a7eb619f2c16f6bab155c8f68,ZUG,5.0000
0x3854a106dba3ed3e9ca4565170687193c3710d15,ZUG,22.0051
0x385a3c9f5c29aad8713041f888f7e54e9ac0248a,ZUG,12.0102
0x385d62d5f1d1065389ead7a9ff3d1d43f5d59be1,ZUG,1.0000
0x3867568cac84667baa76dd6f8ae22ee9774e5ec6,ZUG,5.0000
0x386c81718636770aaee35f0a9355e50dd3a63a5c,ZUG,1.0000
0x387d50801eab988d4563ed4235f2b360c119c83f,ZUG,1.0015
0x387e8f9350d253254d8e9cd1026874b58274a873,ZUG,1.0000
0x38aaba3b26f5176b5803913263d6ae1bbd4f835b,ZUG,9.0056
0x38af57582117bbaafd06ea1c50108e6b154796f3,ZUG,6.0000
0x38b23178e07cd4101d1d00e489b533d62b0750c8,ZUG,5.0000
0x38b8078af89e75e0026f5aecad2f1d9328273d5f,ZUG,1.0000
0x38dc63b8252cc8c19a2d17a0dfec45d74ed12226,ZUG,6.0038
0x38fba515352be4a3ee97064a9c61cc901bb18b5e,ZUG,9.0041
0x391dab1c452bc3b0a0fccc75704ab06c2d5d32e8,ZUG,10.0042
0x39282d686c819ed8b5262bca5184132f9d9895ca,ZUG,13.0198
0x39353875dd6f835b8df7e4b24fe37f5df5a86732,ZUG,1.0000
0x393ca31eaf6bd9203ea35e686f86683209417e9b,ZUG,15.0191
0x3941a478c01cb12180811a3445b259111b4e5432,ZUG,8.0021
0x39538696ac2aa383809da78cb9b676a082b86757,ZUG,1.0000
0x398fb448e63321f0e2024214b0e383ffa7597e20,ZUG,2.0000
0x3993d9f88de3a87d0f13adfa107833003b423fea,ZUG,4.0025
0x3994223310668382e4b4fcba166fae32468a0faa,ZUG,8.0033
0x399f36171c572f809171b0190f5c6fdc807c86cd,ZUG,17.0087
0x39d037c93633be140b79a2ad3336dee8399b95fd,ZUG,18.0578
0x39d3c79a92a4b641f3aae7e68da9de0d802a5a13,ZUG,6.0039
0x39d8a4ae47a70bc05ce1b9622ce85936ca52472c,ZUG,9.0148
0x39dd0c2ca8bbf59cc542b448ffe61db94894bc03,ZUG,5.0076
0x39dd1ded666d18100ecc7e0b7a84bd3c87efe582,ZUG,6.0038
0x39e639af9101cb7f92a5124fa3754d6669e95694,ZUG,1.0010
0x39e73a71e97be28d95475f7be1fb8d7021e9950f,ZUG,5.0000
0x39eb8bc261dc11cc6c3c13a06b977ac641dec966,ZUG,6.0038
0x3a1048d89eaf7f0820a6b1b17882c00679de70d0,ZUG,1.0000
0x3a1d73477f4147ab3bb7dd64ad45040dc4e64381,ZUG,9.0000
0x3a1e6b5ad3c8aae82f4536774ff22f89d9dccc85,ZUG,16.0217
0x3a2b548d49814969881045f1336939ef75dbcfad,ZUG,1.0000
0x3a39a81800bb828b061955ae340d45cbc178b3d1,ZUG,8.0002
0x3a3aaeb5680669a7edca271bada3cb9f3c2fd907,ZUG,5.0000
0x3a3c40b5bcc1f73c69d889a14345cd2b6c4f488e,ZUG,4.0026
0x3a4be17ca766f0e47d310a630b75057e1dcdd132,ZUG,9.0056
0x3a7bd353309bdc94465287b4c9058f3b3366cfa2,ZUG,1.0000
0x3a7d213a94f805b5c44409ca5046daf90fb7356c,ZUG,1.0000
0x3a82754f9356532a7e74eff9f6999c4d03c69330,ZUG,8.0171
0x3a92e9760bc6caf8e67aab162ff045d2cb927f1e,ZUG,1.0018
0x3a99c82a7018894dfa7632a39accd2a70ef15805,ZUG,5.0071
0x3aa446b0dfbc5e06127c7135d5baf213fe119596,ZUG,49.0451
0x3aa659430ac0a9cef089c52097a5de3ffd380ed6,ZUG,5.0026
0x3aa9b8132f4605836a9045aafdb8bb5cf67e8e0f,ZUG,5.0023
0x3ab2612961a59efda9d7f63c56e41a95d400561b,ZUG,2.0018
0x3ac8e9475ec5b62de18312bc9b269f1ab6b2580e,ZUG,11.0068
0x3ace50ed6d0c7f8d00d48e80ceeac32bf742472f,ZUG,2.0000
0x3ae5c00a4b47efb503aa338ce92c6acfff1161ac,ZUG,1.0000
0x3ae94165706165c4e3b82e6c5ea77670879b7ce7,ZUG,7.0026
0x3aea212d0ec8ed98fe461a8daf223cd3092ec175,ZUG,3.0027
0x3af68a839ba7d8265315b004e57cc701b2c09716,ZUG,9.0056
0x3afcc0b95de192f71199a481d9becd58eeb1a12f,ZUG,9.0144
0x3b2ae3e8d3460726a00e15283ed65646d052d305,ZUG,5.0032
0x3b6621315f843ab21866e345dcb007398ef1868d,ZUG,72.1884
0x3b86574a7192b510b5b6665110786300b770dcd4,ZUG,5.0002
0x3b91aecff62ed4b19a3a03bfa993d746cb4264fb,ZUG,1.0010
0x3bab78c46c291474149a4ace0891730375d9bf3d,ZUG,1.0022
0x3bbc21868012d332b8f24f5931bb9668f32bc612,ZUG,2.0000
0x3bcc3c29fc5c17ea9755c91137b4115a8e61abca,ZUG,2.0018
0x3bedf676c8c408572e74d35fb97707f841aaa8b9,ZUG,23.0183
0x3bfe5264c0a8c20837decd1ee9869c5d12a176e8,ZUG,3.0031
0x3c0940ba6fc4b87737e9488d94598b5aff74c95a,ZUG,35.0044
0x3c2c766598b4d7e49698c516144bf5db4739d7df,ZUG,8.0238
0x3c2cf4dcfd265ec8c4eece1ca146a72a7917690b,ZUG,6.0038
0x3c342998d11253bb98bbec780bc859facbbe6146,ZUG,1.0000
0x3c3d64f2a272d4a20681eaa78ec8c0df7f346144,ZUG,5.0069
0x3c3eb89f6b008a3467474d31954eddb707556088,ZUG,1.0000
0x3c484bd0275d8f5de9d4215eb7e6a784a0db43f3,ZUG,4.0057
0x3c5a3556b309060d2a8012b863bf11de7cd4e8f1,ZUG,9.0097
0x3c63cdb8a1374705c5174f06c78000959a733bf9,ZUG,8.0132
0x3c684af2605635548e39a757de7c6873203b3278,ZUG,38.0529
0x3c7838665ff8215c95500e1a6306e19e146674a0,ZUG,49.0338
0x3c841df1a7a7871791e4970f3f001a956ab40f62,ZUG,40.0879
0x3c8c8846e768c16ed405658275e50cb3d73fbdcd,ZUG,1.0008
0x3c9907ed01fc51e3dff71b890827c7c489687031,ZUG,1.0000
0x3ca6b6dd4481d3efb9a36897109e36d96d788a35,ZUG,3.0031
0x3caf689f2fc5fce1480d9a19f658b36712ceb4ab,ZUG,5.0031
0x3cb02bd73dca93d5c82129bc10696b8b184dfa98,ZUG,5.0054
0x3cb2826571f00d5bcefff81bfe2485fb64eca188,ZUG,1.0000
0x3ce5175425950f2d23aa422894869c9aa60fbd75,ZUG,3.0031
0x3d0eaa2e40fb1a5f62d009b7a263dcb2b405ebfb,ZUG,1.0000
0x3d1554780ed8a5b2c2fca757c44d7e4404e6f63e,ZUG,293.4745
0x3d1a7cac921eb10d0d6d982e43de0b72c34f1848,ZUG,1.0000
0x3d1cb327cb676d875057a4667266284779d89cc3,ZUG,2.0000
0x3d215db6ace6fab2063e7818bd31030295533131,ZUG,10.0000
0x3d22f0defd665b5a71d89fe4c8db0ea25f7cfabd,ZUG,19.0277
0x3d2c1ffe512fc322b7a5840e44c1b13abc44db38,ZUG,5.0036
0x3d2f8738afceabc69c96b6762f95dd48d2646f14,ZUG,1.0000
0x3d46813947f1433f4a1695b464eebe11b645fd4a,ZUG,2.0033
0x3d52fb94a5905c6eac99700a9236586e20f59676,ZUG,19.9002
0x3d5c1b48d84fc50359d88ef65217762e66779b9f,ZUG,35.0413
0x3d6103aa143756ebcd01c9f4b90391436df6b5bd,ZUG,27.0335
0x3d6db01fd3a2cb59cff4a81162b1742484ae8331,ZUG,11.0049
0x3d8eefa907e0d5014c4cc35c783b50116fd571da,ZUG,9.0061
0x3da1436e9ddb87b383debef4cdf6293f14d02840,ZUG,1.0001
0x3da565dfadf52358945ec5a89d21433a834c23a6,ZUG,1.0000
0x3dac2c75e66c53e9cc9c814279e6150fb1b3ae16,ZUG,5.0027
0x3dc96a140e55a17e97984e0b8347479193ff1e0c,ZUG,3.0042
0x3dcd315a71bbb40580d43ff9260f45eaa8d3d9b5,ZUG,2.0000
0x3dd0c312c0cd398583c2acfcdc2450e97e09e299,ZUG,2.0000
0x3ddb4132edc177ce8a7ce5d8ea4fde048afb5ded,ZUG,1.0010
0x3ddde4fab72f6a41f8cba2e3ccead17e53e5e261,ZUG,2.0026
0x3de2407bde5743bc9da564af56f09d11bbde93bf,ZUG,1.0000
0x3de917b93dae74b666e7d201f1ff825bcf68cef0,ZUG,2.0014
0x3dee5cb03dc23fda4e5a8138a609caafff7495e0,ZUG,2.0018
0x3df0b53dcdd8182d80976da400ec442660ddb42d,ZUG,45.0450
0x3df5396873fd17b427eeeff2738b3a59e255c119,ZUG,26.0276
0x3e05296f29662889e958c5ce2b189ce742c1d437,ZUG,14.0148
0x3e082bfa9acf9a9231f06307ecf1283eb99a4a74,ZUG,1.0000
0x3e1477f1123f264464f80ba865830000961952ca,ZUG,1.0010
0x3e19f3fa04cd980a2daca4ec1e0aa9747a448a9c,ZUG,5.0021
0x3e502a2f953f3ba880af7fb98980e3d000c4ba2e,ZUG,8.0034
0x3e505daa6ee4fea099ec6769d466fded0b598694,ZUG,1.0010
0x3e559e9bb0c03b2a81d6b66a1fa3fb924b5b9256,ZUG,1.0000
0x3e698e06b8d25a34a1dd50f83c5a35ecd3961939,ZUG,6.0386
0x3e732add55698577cf280d609d4ad74e1ee9d651,ZUG,29.0455
0x3e765f58456c7a0e5a0039c5fbc15ddde525e917,ZUG,5.0033
0x3e8d9dfb2e4be9dbf70e86d0123476d1726af4e3,ZUG,5.0103
0x3e9402b98474e8979e0536b71e69fa3ce3aa3715,ZUG,9061.6948
0x3e9402b98474e8979e0536b71e69fa3ce3aa3715,vZUG,9031.6774
0x3ea1586ad073f6b1897017353d9e92611af43a10,ZUG,9.0117
0x3ea5123ee709e3aca251f48bd3578bacb1d5ef14,ZUG,1.0000
0x3ea88609b9e22b90bf07cdf6b54e43ae63756a67,ZUG,15.0111
0x3eb94726e178d4b5f71b0b415a2d828e9c48632c,ZUG,21.5226
0x3ebd59cd246d334b27549bac0c1b6e21636c5559,ZUG,1.0000
0x3ec175c4978bcc064da325fddb1f3f52477a821f,ZUG,12.0029
0x3ee71d0f2c6bc8439edfd3464ba4ac8c3b57b447,ZUG,2.0019
0x3f0adc9509bdfe18d7b8cae0bb13f6332a95423c,ZUG,15.0045
0x3f0e81b9b3ed8091eb90156fa7493e12eed8c994,ZUG,67.1585
0x3f1b8cc5481c74c78799245b5497006a3f086ffa,ZUG,1.0000
0x3f360fce2c00062eff0e12f05a322aea04da4d36,ZUG,2.0007
0x3f51df95da583aa434a80c1506cdd3ab7f403080,ZUG,8.0000
0x3f585b0077bf9e47b545dae0792ca7c1513f70a8,ZUG,4.0065
0x3f5c456fbdc5fd2ea5ce5324c9fa4a0042219c77,ZUG,47.0401
0x3f665da8b81610143eaa0c69049bee83cafa430d,ZUG,1.0000
0x3f69cffc9be221ddf5f1e5d661dbb9ceb44f3c19,ZUG,8.0173
0x3f7722bb7d15be1b5ec58fc5656df4167e9549ce,ZUG,4.0043
0x3f848301d1734b3826820ef18844265ffb0a8ad2,ZUG,13.0112
0x3f9bdd1478755fd196b2ea9a481a5cadf65a5bde,ZUG,7.0021
0x3f9ee2ba381fb9e33c351255c1876f65f2e54e13,ZUG,1.0000
0x3faa14b5090ae062b415bee336d2584657d8052b,ZUG,5.0000
0x3fb2d2fb56a3d2b7ab81b03db487230a06c6ad83,ZUG,5.0032
0x3fc7a5b4acbd76ab3490175788ad4bd3d446d237,ZUG,4.0041
0x3fce3d419cf0a80123c99583d99c465edf5aa84a,ZUG,10.0112
0x3ffc52c9d66ce4280938ab73844b16746cf53817,ZUG,1.0000
0x3ffddbdb3f541ecb10e264d39f33a4269f3bc2d6,ZUG,58.1853
0x400b8cbcfa477f60d1e7e5dd1bea5dd076bec7f0,ZUG,8.0015
0x400fd0b9786f1d230749f10719dd8c95aab1d0da,ZUG,2.0014
0x40322d26fbe8c5a167e7b5dde68f7743354fbe17,ZUG,1.0000
0x403c2e7929825d14b7f353767f22ffa3b70fd327,ZUG,2.0019
0x403ca68e4bc577e6625b96129dfd4f91b622d2b3,ZUG,6.0074
0x404475e5f366cf62e778f65f64be105695f2d411,ZUG,1.0015
0x40498f5c9e80a30c6bc2ba6b5b8664b7d3aad7a0,ZUG,1.0000
0x4056ab035324cd5b5ad0439416723456a2c32eaa,ZUG,1.0000
0x4062c6048d8382c655b05539b5ebf9d0d581254b,ZUG,1.0000
0x406fdeeaa6a4fd93103390306a11a6cec5d25445,ZUG,28.0136
0x40b3855aaecbcc54cba5ba50b1defc08e6d1cb13,ZUG,2.0000
0x40b659552b399020b777676f86e3a1c7df6b05f9,ZUG,1.0000
0x40bb7f2003b93e65451febbb01e97bc263348f76,ZUG,14.0086
0x40cbd51ec88b9a6d83e00eb359674e679ca7186e,ZUG,11.0062
0x40dda523ac9f61505e1506d1f757af8bf46d4ccb,ZUG,2.0018
0x40e169de3a81648d90c977e53389d7584369c7e9,ZUG,5.0000
0x40ea39da95c943dca570a61fca61489055b31c93,ZUG,6.0038
0x40ee04d01f7e097c7b58bc324fb24212c54dd6fc,ZUG,5.0000
0x4135c1e6890a31428085d27592d6f823c3914730,ZUG,2.0002
0x4136ee0adad234bffb577f82334f3ce9853b8a6c,ZUG,35.0272
0x413ac7ddc8cb7f1040726f87bfc1f5cc80a13bec,ZUG,18.0106
0x4144d15bdb0823098e3d85c5e055565ad2537bbe,ZUG,35.0427
0x4147e486852a1c939b6e7a8b24b92cf9ceaffe1a,ZUG,2.0019
0x414844e5382a44f2119e1b4e766699e5b465a88f,ZUG,6.0060
0x4165543389481bfe73434cabf698fb5c037e2cde,ZUG,3.0047
0x41683aa68100a3286eed98ffc42b9e141003b1f7,ZUG,5.0032
0x416c7925da6de92ae91b7824fa3783366c0ebfd5,ZUG,9.0136
0x4172872dc340a02c8936ac5724ce7862d64809ab,ZUG,11.0049
0x4185623e278e7e0ec5b7bb51c192b53687f9344f,ZUG,5.0024
